hour_of_day,day_of_week,bus_id,stop_id,historic_fullness
0,2,3,1,7.22
22,2,1,4,32.38
18,6,2,2,68.29
17,0,2,3,73.97
19,1,3,2,70.72
3,4,2,5,14.09
21,0,3,4,40.48
21,6,2,3,31.52
10,1,1,1,44.62
15,3,1,3,43.53
13,0,1,4,37.15
5,4,2,5,19.45
12,1,3,1,34.98
9,0,3,5,50.36
0,3,2,2,30.41
12,0,3,5,20.99
1,2,3,1,9.02
2,3,1,4,22.58
23,2,2,3,34.51
11,3,1,5,39.0
10,3,3,1,30.73
12,2,3,4,39.77
15,6,3,1,22.99
11,4,1,1,63.7
7,0,1,2,66.02
3,2,3,4,13.48
7,1,1,2,83.8
23,6,2,5,8.64
0,5,1,3,18.4
1,0,1,3,35.24
2,2,2,5,0.0
12,2,3,2,49.02
4,4,2,1,5.05
4,2,1,5,7.27
13,5,2,1,48.03
16,4,1,5,25.35
15,5,2,3,20.61
10,6,3,4,13.42
7,0,2,3,81.54
22,0,2,5,10.35
7,5,3,2,51.59
22,0,1,4,46.98
1,1,1,2,49.86
14,6,2,2,39.17
15,0,2,2,40.09
18,6,3,5,61.77
10,6,2,4,32.76
20,1,3,1,75.43
4,1,2,4,8.5
14,6,3,5,14.61
6,6,2,2,33.72
2,2,2,2,32.65
21,2,3,1,46.61
4,3,1,1,37.04
7,0,2,2,66.38
8,0,2,5,66.01
14,2,2,1,47.51
17,0,2,4,70.5
6,1,2,5,36.73
13,4,2,1,36.11
14,2,2,1,44.71
1,5,2,4,0.75
6,2,1,4,22.46
5,4,2,5,12.77
19,3,3,4,80.09
3,5,1,2,10.28
3,1,1,1,29.74
1,4,2,2,35.12
2,4,1,3,25.98
7,4,3,4,54.09
12,3,1,2,44.61
23,6,3,3,21.86
15,1,1,2,48.95
11,5,2,5,2.48
9,5,1,1,74.56
5,4,3,5,12.67
15,5,2,2,40.41
5,2,3,1,21.83
5,1,2,4,23.59
4,0,3,4,11.79
13,2,1,2,62.23
8,0,1,1,72.62
19,2,2,5,70.5
0,3,1,4,22.57
3,0,1,5,16.55
21,2,1,5,19.84
16,1,1,1,47.3
3,2,3,3,8.34
14,3,3,3,29.89
17,2,3,4,53.48
8,2,2,1,61.47
11,2,3,3,52.0
16,6,3,5,20.65
15,0,2,5,45.36
23,5,1,2,30.22
13,6,1,2,45.57
11,3,1,2,44.65
18,5,3,4,44.43
11,1,3,1,32.65
6,3,3,1,44.92
8,5,3,5,36.83
14,4,1,3,53.55
21,2,2,4,34.83
18,3,2,3,88.43
6,0,3,5,8.16
22,2,3,1,45.07
13,6,2,5,29.17
11,2,1,1,42.21
15,5,1,4,38.06
21,1,3,3,32.69
19,4,3,2,73.18
9,3,2,1,63.41
9,0,2,1,64.25
6,2,3,1,51.4
1,3,2,1,25.01
13,2,3,1,46.26
1,2,1,3,18.67
9,6,3,5,33.76
4,0,3,3,23.66
4,5,1,4,0.0
18,0,2,2,76.68
1,3,2,2,30.27
21,5,2,4,20.89
12,0,2,3,38.57
19,2,1,5,68.17
13,5,2,5,25.54
4,5,1,3,20.88
4,3,3,2,17.11
9,2,1,3,67.73
18,5,2,5,59.56
5,3,2,1,32.16
4,4,2,3,9.02
16,5,3,3,22.81
14,2,2,4,19.17
13,3,2,1,45.38
17,0,2,1,90.18
4,4,2,2,22.42
18,4,2,2,73.33
19,4,3,3,71.11
1,6,2,2,7.66
12,5,1,4,24.94
16,3,1,1,49.77
1,2,3,1,14.93
10,4,1,3,38.11
18,3,3,3,70.95
1,0,3,5,8.37
21,4,3,1,37.13
22,1,3,2,37.29
17,5,2,2,72.96
7,5,3,2,59.01
9,5,2,1,63.66
15,4,3,2,41.02
3,0,1,2,33.54
19,0,3,1,62.08
7,1,1,4,64.72
0,6,3,4,0.0
12,0,1,3,36.09
12,3,1,2,57.07
17,2,3,4,61.7
21,4,1,4,41.26
4,5,1,2,21.55
4,6,3,2,18.26
5,4,3,5,9.41
6,3,2,3,38.56
9,5,1,5,43.39
15,2,3,3,36.19
12,3,3,1,42.91
14,3,2,2,50.06
0,2,2,1,8.31
18,3,1,5,66.28
9,0,3,5,67.7
14,0,2,2,47.12
14,5,2,3,24.18
0,1,2,5,12.99
16,1,2,5,27.5
12,4,1,2,64.54
20,1,2,5,49.94
10,3,3,2,45.85
8,6,3,3,54.72
12,0,3,4,28.86
12,3,3,2,47.71
18,5,3,5,53.24
8,1,3,3,66.98
18,4,2,5,50.86
19,6,2,1,71.56
1,0,3,2,24.48
7,0,3,1,65.58
15,5,2,3,30.59
7,6,3,2,58.8
3,1,3,4,19.53
13,0,1,5,34.33
8,0,1,1,66.04
14,6,2,5,16.85
20,6,1,2,76.43
10,0,3,4,34.83
12,1,3,5,29.82
17,1,1,3,68.2
15,3,3,3,54.88
7,1,3,2,72.12
13,6,3,2,45.2
2,4,1,1,28.79
6,0,1,1,49.27
11,6,2,5,26.72
17,6,1,3,74.75
5,5,3,5,3.46
15,1,1,5,41.98
15,4,2,3,37.48
19,4,1,1,75.43
14,3,3,4,32.66
2,4,1,2,42.47
16,2,1,1,43.22
15,1,1,5,43.52
17,2,1,2,96.62
9,6,2,4,42.67
22,2,1,2,43.3
9,0,3,5,48.88
7,6,3,5,42.46
16,2,2,5,20.8
1,4,3,1,30.82
18,3,2,1,78.39
1,2,2,3,20.32
6,2,1,2,38.51
6,4,3,3,19.47
21,0,1,4,37.25
2,6,3,5,0.0
22,6,1,3,38.1
2,3,3,5,3.73
2,4,2,2,55.94
8,5,1,1,83.46
1,3,3,2,23.55
20,2,2,4,64.15
9,6,1,1,72.96
1,0,1,5,28.63
19,6,2,1,51.9
17,3,1,4,55.71
12,5,1,4,25.02
22,3,3,2,44.66
3,3,1,5,18.97
11,2,1,3,53.56
13,0,1,2,45.4
2,4,1,2,16.47
13,5,3,5,21.86
1,6,1,2,18.37
1,0,1,2,18.85
14,1,2,1,46.16
10,2,3,2,46.35
9,1,3,4,54.02
15,5,1,1,36.34
2,2,3,2,23.73
15,5,3,3,22.04
7,3,3,3,49.22
11,6,3,3,19.28
20,1,3,3,69.17
10,5,3,5,12.57
3,0,2,4,16.34
22,4,2,3,27.04
2,1,1,5,13.55
7,2,3,5,32.58
6,0,2,2,46.43
1,1,3,4,21.43
20,6,2,1,53.21
0,3,1,3,20.31
8,4,2,3,67.63
2,0,2,5,20.02
12,3,1,4,36.41
12,3,1,2,49.46
6,3,1,4,19.25
17,0,3,3,65.83
1,4,2,1,41.34
19,6,2,3,62.22
18,1,1,3,74.82
23,6,3,4,17.58
13,6,3,1,29.91
3,4,2,3,13.5
17,3,2,5,66.59
23,4,3,3,31.81
5,3,2,2,30.14
4,0,2,3,12.2
2,1,3,3,25.43
10,4,2,1,45.32
19,2,2,3,65.58
21,2,3,5,28.01
0,0,2,5,6.02
21,2,2,2,38.74
14,3,1,4,33.92
0,3,1,3,10.83
15,5,3,2,38.77
13,0,3,1,25.35
8,4,3,3,50.17
2,3,1,3,8.4
8,2,2,2,74.31
7,5,1,2,68.8
19,5,1,2,72.39
3,5,1,2,16.66
21,4,2,5,15.62
10,0,3,2,43.71
1,5,2,3,5.6
0,5,2,5,2.53
22,0,3,2,32.92
11,0,1,5,36.45
14,0,3,1,50.43
7,1,2,5,59.69
11,6,3,4,16.7
2,5,2,3,12.06
4,0,2,5,8.07
11,2,2,3,40.06
15,2,3,1,37.4
5,2,1,3,23.69
4,4,1,1,31.7
19,1,2,5,52.05
22,6,3,5,1.87
18,5,2,2,58.89
12,6,3,1,17.2
21,5,1,4,15.26
20,0,1,2,86.28
18,4,3,5,47.86
23,3,3,1,39.11
16,6,1,5,20.28
15,5,3,5,0.0
14,2,2,2,55.24
18,2,1,3,81.49
7,6,2,2,57.05
14,2,3,1,43.36
22,1,2,4,23.15
11,0,2,5,30.78
16,0,2,4,19.88
19,1,2,4,50.66
7,4,1,5,56.94
7,6,2,5,44.01
21,1,3,3,26.82
9,2,2,1,60.53
2,3,2,5,6.8
4,4,2,2,32.15
5,3,1,2,34.64
3,3,2,5,11.46
22,3,3,1,29.64
4,6,1,4,19.37
0,5,1,1,10.59
4,4,3,4,13.9
13,2,1,4,49.46
22,4,1,3,43.85
3,2,2,5,8.38
19,4,1,1,75.77
2,5,2,4,13.29
13,5,2,4,13.62
9,6,2,2,57.24
23,1,3,5,16.82
16,0,1,1,54.9
18,4,2,4,68.04
12,2,2,2,42.26
16,5,3,3,17.52
3,1,2,4,10.09
10,0,3,5,14.32
16,4,3,4,32.83
9,2,2,3,54.03
5,1,1,2,47.87
13,4,2,5,36.63
19,2,1,3,83.73
9,1,1,3,66.3
8,3,2,2,73.8
5,2,2,5,0.0
3,1,3,3,10.8
4,0,1,5,18.95
16,6,1,1,45.37
19,0,3,5,46.14
6,0,2,1,37.08
11,1,2,5,28.79
13,5,2,5,8.83
4,6,2,3,14.73
3,5,3,1,4.21
14,3,2,3,38.44
2,6,1,3,11.38
23,5,1,3,23.69
2,5,1,1,19.94
10,1,3,3,28.28
8,3,3,5,47.03
21,6,1,3,24.17
1,3,1,5,17.56
10,1,3,1,48.23
20,5,1,2,76.12
4,4,2,2,37.97
21,1,2,4,18.88
4,3,1,4,21.26
9,1,1,1,66.22
16,6,3,2,18.18
0,3,1,4,14.09
17,4,1,2,94.54
1,3,3,3,22.6
19,3,3,5,56.94
7,5,2,4,37.74
16,5,1,3,28.43
7,2,3,4,57.41
15,6,3,4,21.4
19,2,3,4,45.25
9,0,1,1,67.88
9,3,2,3,64.49
7,5,2,1,64.29
5,3,2,1,7.43
11,5,2,2,38.7
15,6,2,5,21.14
13,5,1,1,46.8
9,2,3,2,75.54
13,0,3,3,39.66
8,5,2,4,43.6
12,6,2,4,9.74
12,2,1,3,41.86
15,5,1,3,43.01
20,6,1,3,76.15
14,3,1,5,40.68
5,4,1,1,33.43
19,4,2,2,83.04
19,4,1,1,75.55
12,0,3,3,33.96
11,6,3,1,43.35
20,0,3,2,67.46
11,4,1,2,67.92
17,3,3,2,72.42
9,6,1,3,70.6
10,3,1,5,18.75
23,1,1,1,49.69
0,6,3,1,4.11
16,3,2,1,28.68
5,2,2,1,26.75
7,5,3,2,68.08
1,2,3,1,13.24
12,5,2,2,28.01
23,2,1,1,44.27
2,4,3,4,9.3
0,0,3,5,9.39
19,1,1,5,72.6
12,1,3,3,34.52
10,3,3,1,49.84
9,2,2,2,76.79
3,2,3,5,2.23
15,3,2,4,22.11
2,1,2,5,7.9
8,3,2,5,52.31
16,1,2,1,47.68
15,5,2,3,33.7
17,5,1,4,50.57
7,4,1,4,66.38
7,3,2,4,65.37
18,0,3,3,77.22
10,1,3,1,42.1
3,4,1,2,41.09
15,4,1,1,50.48
4,3,3,4,13.11
16,5,3,2,40.0
1,6,2,3,0.0
13,2,3,3,32.2
4,0,2,5,3.82
19,3,1,3,78.03
22,1,3,4,34.84
17,3,2,2,75.22
10,3,3,4,5.88
16,4,3,1,31.7
3,3,3,1,27.31
12,1,1,2,59.3
16,5,1,2,43.43
6,3,1,1,42.76
13,3,1,5,24.77
15,1,3,5,29.12
13,3,1,3,38.33
3,3,2,3,37.47
16,2,3,3,34.56
18,5,1,2,70.35
9,4,3,2,65.11
19,5,2,5,49.26
19,2,2,4,63.08
6,2,3,2,48.93
5,4,3,4,11.49
0,2,2,2,24.15
4,3,1,1,45.12
9,5,1,2,70.39
22,0,3,4,31.15
10,0,1,5,25.13
14,4,1,1,52.9
11,5,3,2,37.49
11,5,1,2,29.88
8,2,2,5,71.12
23,2,2,5,35.33
12,2,3,5,21.82
20,5,1,1,61.18
18,1,1,2,87.78
8,1,2,5,55.69
3,1,3,5,7.85
20,6,2,3,61.53
18,6,3,5,49.05
8,6,3,5,51.58
21,3,1,2,54.54
0,6,1,2,16.6
2,6,3,2,25.9
4,1,2,1,38.12
10,0,1,2,75.22
16,6,2,4,11.01
21,3,2,3,36.94
16,6,1,2,23.34
17,3,2,4,69.43
22,3,2,3,30.61
16,2,3,1,50.39
19,6,1,2,68.8
20,6,2,2,56.49
13,4,2,4,31.23
22,6,2,1,14.2
17,3,3,3,71.01
5,0,2,4,0.0
21,2,3,4,25.23
6,4,3,2,23.38
12,2,1,1,47.44
6,3,2,5,38.15
6,0,3,3,32.89
10,0,2,3,28.09
16,0,3,3,29.75
1,5,2,4,5.14
12,0,3,3,38.78
8,5,1,5,39.07
0,6,3,4,4.74
19,5,2,4,33.36
5,3,3,5,0.0
3,0,2,1,21.09
19,5,1,2,80.07
4,0,2,1,25.18
1,3,3,1,8.76
10,0,3,3,22.12
6,5,3,1,26.59
10,6,3,3,19.37
22,1,3,3,25.37
16,0,3,4,21.15
13,6,3,1,35.57
2,1,3,2,20.86
23,2,1,2,49.3
14,0,2,5,47.36
6,5,3,4,3.61
5,5,3,1,0.0
9,2,3,3,66.27
3,2,2,5,4.57
22,0,3,4,22.45
2,0,1,2,28.75
23,0,1,3,37.92
18,5,1,2,87.79
0,1,3,3,21.42
14,0,3,2,51.9
9,6,3,2,48.67
23,6,3,2,20.79
9,0,2,3,42.29
5,2,1,5,8.52
10,3,1,2,57.65
8,1,1,3,74.14
8,5,2,3,53.23
2,3,2,5,9.82
11,2,3,5,19.49
14,6,3,2,36.64
1,6,3,4,6.13
4,4,3,2,12.07
22,3,2,3,37.4
6,2,3,5,27.46
17,6,3,3,51.68
2,4,1,3,30.61
6,3,2,1,62.52
3,4,3,2,24.17
15,1,2,5,33.15
10,2,3,4,19.1
21,4,1,3,41.45
22,0,3,3,33.68
0,1,2,4,16.56
10,2,3,1,26.84
5,2,2,2,31.65
14,4,1,1,61.7
14,6,3,4,23.59
18,4,3,4,67.7
23,3,2,2,43.1
8,5,2,5,51.0
10,3,3,4,27.23
9,0,1,5,52.39
3,3,2,3,22.55
18,3,3,1,62.07
5,4,1,3,19.94
19,5,3,2,66.51
18,6,1,2,77.38
21,2,1,1,35.49
9,6,1,3,68.43
14,3,1,4,44.58
0,5,1,2,19.36
5,2,2,1,12.7
5,1,1,4,18.84
2,5,1,2,21.43
21,4,2,1,40.91
15,1,2,1,42.1
15,4,3,4,13.94
22,1,2,4,26.89
14,5,1,1,37.56
12,1,2,2,55.07
12,6,2,3,24.41
21,5,2,5,28.43
12,4,1,3,29.71
15,5,3,5,25.49
0,1,3,2,23.21
7,2,2,3,71.88
16,6,1,5,20.64
19,6,2,1,74.12
20,1,1,4,66.9
6,0,1,3,31.21
13,0,2,4,46.36
20,1,2,2,79.09
9,2,2,4,61.77
1,2,2,2,39.88
5,3,3,5,0.0
3,3,1,3,29.76
21,5,1,4,20.28
0,1,2,2,28.94
18,4,2,4,65.58
0,3,3,4,0.0
13,6,1,3,28.77
13,2,3,1,50.81
19,6,2,5,57.09
11,6,2,3,29.5
17,2,1,2,86.94
13,4,2,1,42.65
4,0,2,5,20.85
8,1,3,5,48.4
23,6,2,4,21.85
1,3,2,1,34.17
3,6,2,4,0.0
11,0,3,3,47.47
8,3,2,3,52.76
0,4,2,2,43.04
9,2,2,1,67.02
14,2,2,1,43.06
19,0,2,1,59.88
17,5,2,2,66.36
5,0,3,1,11.68
4,5,1,4,5.14
13,2,2,4,33.9
22,4,1,5,37.66
18,3,1,1,81.66
10,2,1,2,52.46
19,5,3,1,51.24
12,4,3,1,32.95
10,5,3,3,34.39
13,3,1,2,49.12
23,2,3,1,48.25
13,0,1,5,33.06
8,2,3,5,50.02
17,6,1,1,78.56
11,4,2,2,60.18
13,2,3,2,44.11
8,4,3,1,61.89
19,3,1,3,74.55
8,0,2,2,77.7
0,6,2,2,27.13
8,2,2,5,55.03
20,2,1,2,89.95
7,0,3,3,73.11
7,0,3,3,63.05
23,5,3,4,17.49
18,3,3,5,42.85
10,4,2,4,8.95
17,0,2,3,73.11
10,2,2,2,44.24
14,6,3,4,15.88
6,4,3,2,41.95
21,3,2,4,29.52
1,5,3,1,19.02
20,3,3,3,65.69
2,1,3,5,0.0
11,2,2,3,47.92
14,5,2,1,33.26
4,4,3,2,29.21
19,2,3,4,56.18
13,6,1,3,29.8
17,5,2,2,70.67
12,4,1,4,40.1
19,6,1,1,73.84
12,1,1,1,47.85
18,2,1,2,70.31
23,3,3,4,21.54
11,6,1,4,36.35
19,2,2,3,67.62
20,0,3,3,63.03
16,4,3,4,32.89
7,6,2,4,44.3
14,2,2,2,37.66
5,3,2,1,23.71
17,6,2,4,51.13
20,1,3,1,62.27
12,4,3,4,28.6
13,3,1,1,53.93
19,1,1,5,64.93
19,4,1,5,67.46
18,5,2,1,79.51
10,4,1,2,47.26
18,5,2,1,67.23
11,0,3,5,20.93
20,3,3,5,48.23
6,6,1,4,20.32
11,5,1,2,41.17
15,5,1,3,37.88
4,2,1,1,48.79
6,4,2,4,24.27
7,5,3,4,41.67
7,6,1,4,54.5
16,5,1,5,23.17
10,6,1,2,42.11
14,5,1,1,50.27
23,0,3,4,5.59
16,3,2,1,20.9
13,2,3,5,21.03
3,5,3,5,3.78
22,0,2,4,17.47
23,0,2,4,5.94
23,6,1,3,34.57
12,5,3,4,21.95
13,6,1,1,31.28
4,6,2,5,0.0
3,5,1,3,7.24
13,5,2,2,40.88
7,6,2,2,59.99
8,0,2,1,73.95
14,5,2,2,17.16
8,2,2,4,53.15
10,6,2,3,15.99
18,2,3,1,67.95
4,1,3,3,10.7
0,1,2,5,16.38
11,5,2,3,15.13
22,1,3,3,30.36
15,5,2,3,34.47
4,5,3,2,29.85
4,4,2,4,11.15
8,5,1,1,67.6
6,4,2,2,30.57
18,0,2,3,50.86
23,4,3,5,26.76
12,3,3,2,44.96
11,5,1,5,34.43
16,2,3,3,19.01
12,6,2,2,44.16
16,3,1,4,49.95
12,0,3,1,43.36
10,1,2,2,47.21
7,1,2,5,55.07
23,6,1,2,27.43
11,3,2,5,40.84
20,0,3,5,50.11
7,5,1,3,64.04
21,0,2,1,27.5
10,4,1,3,30.56
17,4,3,5,66.48
2,6,1,4,7.22
18,4,1,2,96.63
8,6,3,2,59.37
22,5,1,2,25.26
22,5,2,2,42.14
1,4,2,5,5.28
8,0,3,2,75.59
23,6,1,2,40.2
16,2,1,2,37.66
7,1,3,5,51.31
15,3,1,5,52.57
1,2,3,1,23.94
6,3,1,4,34.54
2,3,1,1,38.6
17,4,1,5,66.69
15,2,3,1,41.68
18,3,1,4,61.27
20,1,3,5,56.87
14,0,2,4,43.28
19,2,2,2,73.31
10,4,2,5,36.4
9,5,2,3,54.27
17,1,2,3,62.9
21,4,3,3,37.98
20,3,1,2,82.71
15,0,2,5,36.08
15,3,1,2,52.67
2,6,2,3,9.52
3,6,2,3,13.95
20,5,3,2,67.33
6,6,1,2,24.04
6,2,3,3,21.03
10,6,3,4,22.44
3,5,2,5,0.0
6,4,3,2,35.81
10,1,1,4,24.13
5,6,1,5,0.0
21,1,2,5,8.83
15,5,3,4,19.19
23,2,1,3,35.21
15,6,2,3,22.27
4,2,2,3,19.46
23,2,2,3,37.91
13,4,2,4,51.75
0,6,2,1,2.9
13,2,3,2,54.28
14,6,2,1,42.78
22,1,1,3,33.77
9,6,2,1,61.63
10,3,2,3,31.34
17,4,3,2,76.49
6,4,3,4,37.07
8,0,1,2,84.84
5,2,3,4,14.07
23,4,2,1,36.56
21,3,3,4,13.13
7,2,3,5,48.33
12,0,1,1,59.65
20,2,2,5,47.78
11,3,2,1,36.56
15,1,3,1,41.01
10,6,3,4,7.12
4,6,1,5,0.0
9,4,1,5,56.61
2,3,1,3,14.08
18,4,3,3,57.21
17,4,2,1,80.63
4,6,1,3,4.54
11,6,2,2,27.22
5,2,2,2,24.96
14,2,2,2,55.86
21,5,2,3,23.42
19,5,1,2,71.28
3,5,2,4,5.35
12,6,2,1,21.03
16,0,3,3,33.96
0,4,2,1,28.07
16,6,2,5,11.73
15,2,3,3,43.05
20,0,3,1,60.98
18,0,3,1,79.02
17,1,3,1,71.24
18,3,3,2,72.31
2,6,3,4,0.0
8,3,2,2,74.14
20,2,1,2,94.76
20,4,2,4,56.39
16,6,3,4,8.9
0,3,3,3,23.29
0,4,2,1,20.24
0,1,2,4,22.2
4,2,1,5,28.6
21,6,2,5,11.79
14,5,3,2,40.45
18,2,3,5,45.77
4,1,1,2,41.04
9,1,1,1,76.6
17,4,1,2,88.78
17,2,1,3,69.84
10,1,3,2,26.71
6,2,1,4,39.03
8,1,1,3,53.49
0,1,2,1,22.46
12,0,2,2,57.53
12,0,2,4,36.54
12,1,1,4,55.59
18,6,1,1,78.2
5,4,3,5,0.0
3,1,1,1,30.22
15,5,3,3,24.62
23,2,2,2,32.34
6,0,3,3,22.48
15,2,3,1,35.51
14,0,1,4,23.71
13,3,1,3,45.38
11,2,1,4,38.01
20,2,1,1,66.62
20,5,2,4,58.23
0,2,3,3,20.73
1,1,1,2,36.82
18,0,1,5,62.41
4,1,3,4,14.73
1,0,3,2,30.44
23,5,2,3,27.46
19,3,1,4,63.4
5,1,3,2,27.21
23,6,3,2,39.56
11,0,1,1,45.23
15,1,2,4,51.78
20,2,2,5,55.79
10,0,1,3,40.26
0,3,1,2,29.62
13,0,3,4,31.79
19,5,3,2,51.06
5,0,1,3,20.63
7,0,2,1,61.26
3,3,2,4,16.08
17,3,1,5,72.96
20,0,2,4,70.17
15,2,1,3,26.03
21,4,2,5,41.34
21,5,1,4,27.36
15,5,3,2,28.79
4,1,3,2,26.26
4,1,3,1,21.41
23,0,3,4,19.67
9,4,1,2,81.58
7,2,1,3,65.14
10,5,2,5,11.77
16,4,3,3,24.51
4,2,2,3,8.54
21,1,3,1,36.17
23,6,2,1,34.68
6,1,1,2,54.12
20,0,1,2,91.56
12,2,1,5,37.59
15,3,2,2,45.74
20,6,3,4,56.72
14,1,2,5,19.14
8,4,2,1,62.79
23,2,3,5,12.29
10,2,1,3,48.64
10,6,2,5,22.54
14,5,1,3,38.9
16,2,1,3,48.58
13,5,1,5,17.97
4,0,1,4,22.79
3,0,3,3,14.0
4,6,2,3,16.78
14,3,3,1,39.08
16,1,2,5,21.92
6,1,3,2,44.33
0,1,3,3,22.01
16,4,1,5,24.65
16,4,1,5,29.51
11,4,1,5,26.53
5,2,1,1,10.02
21,1,3,5,21.6
7,6,3,2,64.87
17,4,2,2,82.1
8,0,2,3,49.4
12,4,2,4,32.19
14,2,1,3,27.25
0,0,2,5,20.96
21,2,1,5,21.31
19,0,1,4,80.04
4,1,2,2,37.57
7,3,1,4,57.8
12,4,1,2,45.94
11,0,1,3,47.8
4,3,1,5,8.25
21,1,1,4,35.82
4,5,2,3,6.14
0,5,1,5,0.0
9,4,1,5,42.16
15,1,3,4,31.81
9,6,1,5,45.51
23,4,2,2,40.58
2,6,3,3,10.57
8,0,2,3,74.39
3,5,2,4,2.82
18,1,3,4,57.28
9,1,3,1,69.0
2,5,3,5,0.0
11,1,3,4,31.79
22,3,2,1,44.42
20,0,2,3,75.44
8,5,3,3,34.51
13,5,2,3,23.91
2,0,1,4,12.97
7,4,2,2,75.8
18,3,3,3,68.85
3,6,3,4,11.97
17,4,3,4,56.04
19,4,3,4,56.02
1,4,1,5,24.2
20,0,3,1,72.37
3,6,1,3,25.14
18,5,3,5,47.31
13,6,2,1,25.74
11,5,2,4,14.33
18,6,3,1,47.59
12,6,3,4,25.3
21,0,1,5,39.51
5,0,3,3,29.79
3,2,2,1,31.74
23,3,2,3,44.3
21,2,2,2,40.36
8,3,1,3,60.75
14,5,3,3,31.8
5,1,3,5,8.34
20,2,3,4,60.86
11,6,1,4,33.1
2,2,2,5,12.59
17,5,1,3,75.27
9,0,3,1,75.36
20,3,2,5,64.35
15,5,1,4,36.77
6,2,3,4,29.11
11,2,2,3,36.31
5,1,2,1,31.05
3,1,3,3,3.84
16,5,3,5,18.43
9,6,3,5,30.44
5,3,3,1,22.29
6,0,1,5,23.24
21,3,2,2,49.43
22,2,3,3,29.73
12,1,2,1,32.24
23,6,2,5,18.37
18,0,2,2,75.38
14,6,1,2,52.05
17,1,3,3,65.01
0,3,1,2,38.16
7,1,2,2,67.34
4,0,2,2,25.29
0,6,3,4,0.0
14,3,3,5,31.85
18,1,2,2,93.42
16,4,2,5,18.56
12,5,2,3,38.61
8,3,2,3,47.64
7,2,3,3,50.45
2,5,1,3,7.33
22,1,3,5,9.18
4,0,3,4,0.0
17,2,1,5,68.3
7,5,2,5,43.29
7,3,2,5,58.04
1,3,3,4,15.52
15,4,2,1,47.12
5,0,3,4,15.26
17,5,1,3,64.44
15,6,3,2,25.5
2,5,2,1,23.46
23,2,3,3,25.29
23,0,3,5,12.52
15,3,3,2,43.58
12,1,3,4,22.7
9,4,3,3,56.66
10,1,3,5,22.75
13,1,3,5,27.79
10,6,1,5,12.82
1,5,2,5,0.0
3,6,1,5,13.59
2,4,2,2,33.97
23,1,1,5,46.6
5,6,1,1,29.44
20,3,3,1,79.15
10,0,1,4,23.9
18,5,3,4,56.11
13,3,3,4,29.58
4,6,2,2,15.59
3,2,2,2,31.34
22,3,2,4,37.56
2,1,2,4,19.01
6,1,2,1,32.97
10,3,1,5,35.94
8,0,3,1,59.9
17,0,3,3,66.73
3,1,1,5,12.57
0,0,2,4,13.25
9,0,3,5,56.13
11,6,1,2,36.68
6,5,3,4,30.56
5,4,1,3,10.43
3,6,3,2,10.22
19,2,3,2,77.96
14,5,1,5,29.67
4,6,2,1,14.2
19,0,3,1,69.54
9,2,1,3,73.28
21,1,3,5,18.15
5,0,2,2,41.15
19,1,3,3,71.71
14,5,3,4,26.98
14,0,3,5,17.27
2,2,1,3,24.36
4,1,2,2,27.6
12,0,2,1,36.96
15,6,3,5,17.88
3,6,3,1,5.7
21,5,2,5,20.24
18,4,3,5,46.44
16,3,3,2,53.75
9,2,1,4,57.83
6,2,3,4,26.75
12,3,2,1,51.33
15,0,2,1,40.43
10,4,2,5,31.82
12,2,2,3,30.17
21,5,1,5,31.62
1,1,1,3,25.11
18,5,3,5,40.23
5,5,2,1,12.61
17,0,1,3,81.47
12,1,2,5,25.32
1,6,3,4,0.0
23,4,3,2,38.23
16,2,3,1,25.58
6,0,2,2,59.56
7,5,2,1,55.47
22,1,2,2,51.65
18,5,3,1,61.68
1,3,1,1,22.12
9,0,1,3,69.95
5,3,1,3,31.27
12,0,1,2,53.49
19,1,3,3,74.54
13,5,3,3,33.17
6,5,3,3,27.35
13,5,1,4,26.32
13,3,2,2,41.36
15,2,3,1,35.09
20,5,2,1,66.57
22,6,2,2,39.37
21,5,1,1,17.63
20,0,1,2,84.94
15,0,1,5,36.26
10,1,3,3,27.78
21,5,3,4,25.33
9,4,2,3,68.37
18,2,1,1,90.48
12,6,1,1,38.27
17,6,2,2,77.5
4,4,1,4,33.08
15,0,1,2,65.49
1,6,2,2,11.26
2,6,3,1,7.97
7,3,3,3,57.24
14,5,1,4,33.91
19,6,1,5,60.49
6,6,1,3,23.29
1,4,1,2,35.54
10,6,2,2,18.84
11,3,1,1,61.54
12,3,1,3,40.9
16,0,1,2,50.45
20,1,2,4,62.52
0,6,2,1,24.17
7,4,3,3,37.3
17,1,1,5,64.87
10,0,1,1,44.15
13,4,3,1,36.37
19,5,1,3,78.81
11,0,1,1,42.9
21,1,1,4,41.17
0,4,1,4,22.85
18,0,1,1,90.09
18,4,1,1,74.66
20,6,2,5,44.14
20,3,2,5,68.77
12,3,3,2,48.4
21,3,3,3,17.64
11,5,2,4,20.69
4,3,3,3,18.09
7,1,2,2,81.7
12,2,1,3,39.57
23,0,2,3,11.69
4,0,2,4,19.19
22,4,1,4,25.24
4,6,3,3,0.0
6,3,2,4,7.34
14,5,2,4,31.51
12,3,2,3,41.03
10,5,2,2,33.19
23,4,1,2,61.11
6,5,1,5,25.1
6,6,3,5,22.93
11,3,3,4,18.86
11,5,2,2,39.72
12,1,2,1,32.07
17,5,2,3,58.16
19,3,1,2,83.01
6,2,3,2,45.01
21,3,3,4,25.36
